IPR000092|A0A010PIY8	IPR000092|A0A010PIY8
IPR000185|A0A010PLT6	IPR000185|A0A010PLT6
IPR000185|A0A010SMP1	IPR000185|A0A010SMP1
IPR000185|A0A011AD68	IPR000185|A0A011AD68
IPR000185|A0A011NF42	IPR000185|A0A011NF42
IPR000185|A0A011NNT4	IPR000185|A0A011NNT4
IPR000185|A0A011PM36	IPR000185|A0A011PM36
IPR000185|A0A011PM36	IPR000185|A0A011QIG7
IPR000185|A0A011PM36	IPR000185|A0A011QSC7
IPR000185|A0A011PMN6	IPR000185|A0A011PMN6
IPR000185|A0A011PMN6	IPR000185|A0A011NRP7
IPR000185|A0A011PMN6	IPR000185|A0A011PQ87
IPR000026|A0A010QZY1	IPR000026|A0A010QZY1
IPR000026|A0A010R0H0	IPR000026|A0A010R0H0
IPR000026|A0A011PYM5	IPR000026|A0A011PYM5
IPR000026|A0A011PYM5	IPR000026|A0A011MS02
IPR000026|A0A011PYM5	IPR000026|A0A011PNJ1
IPR000026|A0A011PYM5	IPR000026|A0A011Q763
IPR000026|A0A011PYM5	IPR000026|A0A011R7B2
IPR000026|A0A014PJJ6	IPR000026|A0A014PJJ6
IPR000026|A0A014QE89	IPR000026|A0A014QE89
IPR000026|A0A016QKS5	IPR000026|A0A016QKS5
IPR000026|A0A017RZZ4	IPR000026|A0A017RZZ4
IPR000026|A0A017S355	IPR000026|A0A017S355
IPR000026|A0A022GMP4	IPR000026|A0A022GMP4
IPR000026|A0A022M7V2	IPR000026|A0A022M7V2
IPR000026|A0A022MQN6	IPR000026|A0A022MQN6
IPR000026|A0A022MQN6	IPR000026|A0A014LSN7
IPR000026|A0A022PM70	IPR000026|A0A022PM70
IPR000026|A0A022WA60	IPR000026|A0A022WA60
IPR000026|A0A022WA60	IPR000026|A0A022Y0C1
IPR000026|A0A022WA60	IPR000026|A0A059JFS4
IPR000026|A0A022XT85	IPR000026|A0A022XT85
IPR000026|A0A022XT85	IPR000026|A0A022W3A5
IPR000026|A0A023Y2E1	IPR000026|A0A023Y2E1
IPR000026|A0A024H6R4	IPR000026|A0A024H6R4
IPR000026|A0A024RUH1	IPR000026|A0A024RUH1
IPR000026|A0A024SDF9	IPR000026|A0A024SDF9
IPR000026|A0A024YKC8	IPR000026|A0A024YKC8
IPR000026|A0A031I789	IPR000026|A0A031I789
IPR000026|A0A034T5Q1	IPR000026|A0A034T5Q1
IPR000026|A0A059J9F3	IPR000026|A0A059J9F3
IPR000036|A0A011UQY8	IPR000036|A0A011UQY8
IPR000036|A0A014MD19	IPR000036|A0A014MD19
IPR000036|A0A017H360	IPR000036|A0A017H360
IPR000036|A0A017H8T9	IPR000036|A0A017H8T9
IPR000036|A0A021X7T3	IPR000036|A0A021X7T3
IPR000036|A0A024B8H2	IPR000036|A0A024B8H2
IPR000036|A0A024B8H2	IPR000036|A0A024B7C5
IPR000036|A0A061M364	IPR000036|A0A061M364
IPR000036|A0A064A337	IPR000036|A0A064A337
IPR000036|A0A064A6K2	IPR000036|A0A064A6K2
IPR000036|A0A064ACL9	IPR000036|A0A064ACL9
IPR000036|A0A068QSC1	IPR000036|A0A068QSC1
IPR000036|A0A071LPL1	IPR000036|A0A071LPL1
IPR000036|A0A071LPL1	IPR000036|A0A080IX93
IPR000036|A0A071LPL1	IPR000036|A0A078LS26
IPR000036|A0A080HW08	IPR000036|A0A080HW08
IPR000036|A0A080I483	IPR000036|A0A080I483
IPR000036|A0A080I483	IPR000036|A0A075MDP2
IPR000036|A0A081C7M7	IPR000036|A0A081C7M7
IPR000036|A0A084U7H6	IPR000036|A0A084U7H6
IPR000036|A0A085GJA3	IPR000036|A0A085GJA3
IPR000036|A0A086WQV9	IPR000036|A0A086WQV9
IPR000036|A0A089Q539	IPR000036|A0A089Q539
IPR000036|A0A090DVC6	IPR000036|A0A090DVC6
IPR000036|A0A090DVC6	IPR000036|A0A090DVE4
IPR000036|A0A090DVC6	IPR000036|A0A090F2V1
IPR000036|A0A090DVC6	IPR000036|A0A090G5L4
IPR000036|A0A090DVC6	IPR000036|A0A090GGA5
IPR000036|A0A090DVC6	IPR000036|A0A090GR04
IPR000036|A0A094S5Q6	IPR000036|A0A094S5Q6
IPR000037|A0A009GD34	IPR000037|A0A009GD34
IPR000037|A0A009GD34	IPR000037|A0A009FF37
IPR000037|A0A009GD34	IPR000037|A0A009I7F8
IPR000037|A0A009GD34	IPR000037|A0A009IJ41
IPR000037|A0A009GD34	IPR000037|A0A009LB64
IPR000037|A0A009GD34	IPR000037|A0A009MMP3
IPR000037|A0A009GD34	IPR000037|A0A009Q2D8
IPR000037|A0A009GD34	IPR000037|A0A009RQG9
IPR000037|A0A009GD34	IPR000037|A0A009SIQ2
IPR000037|A0A009GD34	IPR000037|A0A009YKS4
IPR000037|A0A009GD34	IPR000037|A0A010JK13
IPR000037|A0A009GD34	IPR000037|A0A013RPF7
IPR000037|A0A009GD34	IPR000037|A0A013TZI2
IPR000037|A0A009GD34	IPR000037|A0A013TZL6
IPR000037|A0A009GD34	IPR000037|A0A010RTV2
IPR000037|A0A009LVA0	IPR000037|A0A009LVA0
IPR000037|A0A009M9U8	IPR000037|A0A009M9U8
IPR000037|A0A010Q843	IPR000037|A0A010Q843
IPR000037|A0A010ZMY7	IPR000037|A0A010ZMY7
IPR000037|A0A011MYQ8	IPR000037|A0A011MYQ8
IPR000037|A0A011MYQ8	IPR000037|A0A011NBD9
IPR000037|A0A011MYQ8	IPR000037|A0A011NSM3
IPR000037|A0A011MYQ8	IPR000037|A0A011PBC6
IPR000037|A0A011MYQ8	IPR000037|A0A011QKL5
IPR000037|A0A011P6J7	IPR000037|A0A011P6J7
IPR000037|A0A011Q5M9	IPR000037|A0A011Q5M9
IPR000037|A0A011TS66	IPR000037|A0A011TS66
IPR000037|A0A011TS66	IPR000037|A0A011UCY5
IPR000037|A0A011U0X3	IPR000037|A0A011U0X3
IPR000037|A0A011V1Y7	IPR000037|A0A011V1Y7
IPR000039|A0A015KEI2	IPR000039|A0A015KEI2
IPR000039|A0A015KEI2	IPR000039|A0A010Q813
IPR000039|A0A015KEI2	IPR000039|A0A022XQZ1
IPR000039|A0A015KEI2	IPR000039|A0A022W1I6
IPR000039|A0A015KEI2	IPR000039|A0A024SFH3
IPR000039|A0A015KEI2	IPR000039|A0A014N0L4
IPR000039|A0A015KEI2	IPR000039|A0A017SJZ7
IPR000039|A0A015KEI2	IPR000039|A0A024TMV8
IPR000039|A0A015KEI2	IPR000039|A0A024GG03
IPR000039|A0A015LZ68	IPR000039|A0A015LZ68
IPR000114|A0A010SL52	IPR000114|A0A010SL52
IPR000114|A0A011AA06	IPR000114|A0A011AA06
IPR000114|A0A011MI52	IPR000114|A0A011MI52
IPR000114|A0A011MI52	IPR000114|A0A009FYL5
IPR000114|A0A011MI52	IPR000114|A0A009GBL5
IPR000114|A0A011MI52	IPR000114|A0A009I063
IPR000114|A0A011MI52	IPR000114|A0A009IPD3
IPR000114|A0A011MI52	IPR000114|A0A009LM76
IPR000114|A0A011MI52	IPR000114|A0A009N2I3
IPR000114|A0A011MI52	IPR000114|A0A009PKB3
IPR000114|A0A011MI52	IPR000114|A0A009QQL2
IPR000114|A0A011MI52	IPR000114|A0A009T933
IPR000114|A0A011MI52	IPR000114|A0A009YJL3
IPR000114|A0A011MI52	IPR000114|A0A010JDG6
IPR000114|A0A011MI52	IPR000114|A0A010T1W5
IPR000114|A0A011MI52	IPR000114|A0A011NQ94
IPR000114|A0A011MI52	IPR000114|A0A011Q688
IPR000114|A0A011MI52	IPR000114|A0A011QFJ7
IPR000114|A0A011MI52	IPR000114|A0A011RI31
IPR000114|A0A011MI52	IPR000114|A0A013RLU4
IPR000114|A0A011MI52	IPR000114|A0A013SB49
IPR000114|A0A011MI52	IPR000114|A0A013UWQ9
IPR000114|A0A011NCB7	IPR000114|A0A011NCB7
IPR000114|A0A011RPH6	IPR000114|A0A011RPH6
IPR000114|A0A011U5E9	IPR000114|A0A011U5E9
IPR000114|A0A011UF00	IPR000114|A0A011UF00
IPR000114|A0A011UF00	IPR000114|A0A010QAZ6
IPR000114|A0A011V041	IPR000114|A0A011V041
IPR000114|A0A011V041	IPR000114|A0A011UHY5
IPR000114|A0A011V041	IPR000114|A0A013VDZ9
IPR000115|A0A009H016	IPR000115|A0A009H016
IPR000115|A0A009H016	IPR000115|A0A009F2F0
IPR000115|A0A009H016	IPR000115|A0A009HRZ9
IPR000115|A0A009H016	IPR000115|A0A009HXE9
IPR000115|A0A009H016	IPR000115|A0A009KSD1
IPR000115|A0A009H016	IPR000115|A0A009NPC5
IPR000115|A0A009H016	IPR000115|A0A009QJE6
IPR000115|A0A009H016	IPR000115|A0A009R8S5
IPR000115|A0A009H016	IPR000115|A0A009TPW7
IPR000115|A0A009H016	IPR000115|A0A009ZMR9
IPR000115|A0A009H016	IPR000115|A0A010IXR2
IPR000115|A0A009H016	IPR000115|A0A013S5X4
IPR000115|A0A009H016	IPR000115|A0A013SYU4
IPR000115|A0A009H016	IPR000115|A0A013T3C3
IPR000115|A0A009H016	IPR000115|A0A010SJY0
IPR000115|A0A010NMZ8	IPR000115|A0A010NMZ8
IPR000115|A0A010R9S1	IPR000115|A0A010R9S1
IPR000115|A0A010S070	IPR000115|A0A010S070
IPR000115|A0A010ZGH2	IPR000115|A0A010ZGH2
IPR000115|A0A011PPW1	IPR000115|A0A011PPW1
IPR000115|A0A011PPW1	IPR000115|A0A011P9K4
IPR000115|A0A011PPW1	IPR000115|A0A011P9N0
IPR000115|A0A011PPW1	IPR000115|A0A011PLT1
IPR000115|A0A011PPW1	IPR000115|A0A011PRQ0
IPR000115|A0A011QW19	IPR000115|A0A011QW19
IPR000115|A0A011UT02	IPR000115|A0A011UT02
IPR000115|A0A011VP94	IPR000115|A0A011VP94
IPR000115|A0A011VP94	IPR000115|A0A011TSM8
IPR000115|A0A011WMY3	IPR000115|A0A011WMY3
IPR000115|A0A013WEX5	IPR000115|A0A013WEX5
IPR000116|A0A010QSM9	IPR000116|A0A010QSM9
IPR000116|A0A010QZ28	IPR000116|A0A010QZ28
IPR000116|A0A010RSE8	IPR000116|A0A010RSE8
IPR000116|A0A017SRY7	IPR000116|A0A017SRY7
IPR000116|A0A022QTI3	IPR000116|A0A022QTI3
IPR000116|A0A022QWS6	IPR000116|A0A022QWS6
IPR000116|A0A022RZ46	IPR000116|A0A022RZ46
IPR000116|A0A023ECG2	IPR000116|A0A023ECG2
IPR000116|A0A023FQV8	IPR000116|A0A023FQV8
IPR000116|A0A023FQV8	IPR000116|A0A023G0U0
IPR000116|A0A023FQV8	IPR000116|A0A023G6J4
IPR000116|A0A024RCT9	IPR000116|A0A024RCT9
IPR000116|A0A024SND3	IPR000116|A0A024SND3
IPR000116|A0A024UU44	IPR000116|A0A024UU44
IPR000116|A0A059ADI5	IPR000116|A0A059ADI5
IPR000116|A0A059ADI5	IPR000116|A0A059AFI1
IPR000116|A0A059ADI5	IPR000116|A0A061ENL6
IPR000116|A0A059ADI5	IPR000116|A0A061EFX0
IPR000116|A0A059ADI5	IPR000116|A0A067KDV9
IPR000116|A0A059D753	IPR000116|A0A059D753
IPR000116|A0A059D753	IPR000116|A0A067FB09
IPR000116|A0A059D753	IPR000116|A0A067KPL1
IPR000116|A0A060SBC1	IPR000116|A0A060SBC1
IPR000116|A0A060SG71	IPR000116|A0A060SG71
IPR000116|A0A061E7R0	IPR000116|A0A061E7R0
IPR000056|A0A009FF96	IPR000056|A0A009FF96
IPR000056|A0A009FFC2	IPR000056|A0A009FFC2
IPR000056|A0A009GZS9	IPR000056|A0A009GZS9
IPR000056|A0A009GZS9	IPR000056|A0A009HPB0
IPR000056|A0A009GZS9	IPR000056|A0A009HUA4
IPR000056|A0A009GZS9	IPR000056|A0A009LR84
IPR000056|A0A009GZS9	IPR000056|A0A009MZR2
IPR000056|A0A009GZS9	IPR000056|A0A009Q6C0
IPR000056|A0A009GZS9	IPR000056|A0A009R6D2
IPR000056|A0A009GZS9	IPR000056|A0A009T7P8
IPR000056|A0A009GZS9	IPR000056|A0A009Y983
IPR000056|A0A009GZS9	IPR000056|A0A010IQJ1
IPR000056|A0A009GZS9	IPR000056|A0A010RHM7
IPR000056|A0A009GZS9	IPR000056|A0A011MFU0
IPR000056|A0A009GZS9	IPR000056|A0A013SWG4
IPR000056|A0A009GZS9	IPR000056|A0A013T3Y0
IPR000056|A0A009GZS9	IPR000056|A0A013TNS2
IPR000056|A0A009GZS9	IPR000056|A0A011RC93
IPR000056|A0A009GZS9	IPR000056|A0A011N8M4
IPR000056|A0A009GZS9	IPR000056|A0A011NRY2
IPR000056|A0A009GZS9	IPR000056|A0A011PJ59
IPR000056|A0A010Q830	IPR000056|A0A010Q830
IPR000056|A0A010RJY8	IPR000056|A0A010RJY8
IPR000056|A0A010Z1Q3	IPR000056|A0A010Z1Q3
IPR000056|A0A011QT70	IPR000056|A0A011QT70
IPR000056|A0A011QWM9	IPR000056|A0A011QWM9
IPR000056|A0A011TAM5	IPR000056|A0A011TAM5
IPR000056|A0A011TAM5	IPR000056|A0A011TP06
IPR000056|A0A011TZT8	IPR000056|A0A011TZT8
IPR000056|A0A011WMQ2	IPR000056|A0A011WMQ2
IPR000057|A0A091DBP5	IPR000057|A0A091DBP5
IPR000057|A0A091DBP5	IPR000174|A0A091DBP5
IPR000057|A0A0D9SBQ5	IPR000057|A0A0D9SBQ5
IPR000057|A0A0D9SBQ5	IPR000057|A0A1S3GWT9
IPR000057|A0A0D9SBQ5	IPR000057|A0A1U7UTA6
IPR000057|A0A0D9SBQ5	IPR000057|A0A1U8C0R9
IPR000057|A0A0D9SBQ5	IPR000057|A0A250YGK5
IPR000057|A0A0D9SBQ5	IPR000057|A0A2I3SH35
IPR000057|A0A0D9SBQ5	IPR000057|A0A2K5DBQ4
IPR000057|A0A0D9SBQ5	IPR000057|A0A2K6ET07
IPR000057|A0A0D9SBQ5	IPR000057|A0A2R8ZGE4
IPR000057|A0A0D9SBQ5	IPR000174|A0A068B2J1
IPR000057|A0A0D9SBQ5	IPR000174|A0A0D9SBQ5
IPR000057|A0A0D9SBQ5	IPR000174|A0A0D9SBQ6
IPR000057|A0A0D9SBQ5	IPR000174|A0A1S3GDK8
IPR000057|A0A0D9SBQ5	IPR000174|A0A1S3GWT9
IPR000057|A0A0D9SBQ5	IPR000057|A0A1U7V1A1
IPR000057|A0A0D9SBQ5	IPR000057|A0A2Y9EF98
IPR000057|A0A0D9SBQ5	IPR000057|A0A0B8RZM5
IPR000057|A0A0D9SBQ5	IPR000057|A0A1L6KYG9
IPR000057|A0A0D9SBQ5	IPR000057|A0A1S2ZIV5
IPR000057|A0A0D9SBQ5	IPR000057|A0A212D3W2
IPR000057|A0A0D9SBQ5	IPR000057|A0A2U3W3V0
IPR000057|A0A0D9SBQ5	IPR000057|A0A2U3Z6A6
IPR000057|A0A0D9SBQ5	IPR000057|A0A2Y9DKM1
IPR000057|A0A0D9SBQ5	IPR000057|A0A2Y9J3F4
IPR000057|A0A0D9SBQ5	IPR000057|A0A2Y9MM70
IPR000057|A0A0D9SBQ5	IPR000057|A0A2Y9N277
IPR000057|A0A0D9SBQ5	IPR000174|A0A023JCG5
IPR000057|A0A0D9SBQ5	IPR000174|A0A0B8RZM5
IPR000057|A0A0D9SBQ5	IPR000174|A0A1L6KYG9
IPR000057|A0A0D9SBQ5	IPR000174|A0A1S2ZIV5
IPR000057|A0A0D9SBQ5	IPR000174|A0A091CS24
IPR000057|A0A0D9SBQ5	IPR000174|A0A0P6J8C1
IPR000057|A0A0D9SBQ5	IPR000174|A0A1S2ZKK3
IPR000057|A0A2J8NGR3	IPR000057|A0A2J8NGR3
IPR000057|A0A2J8NGR3	IPR000057|A0A2J8NGR1
IPR000057|A0A2J8NGR3	IPR000057|A0A2J8NGR9
IPR000057|A0A2J8NGR3	IPR000057|A0A2J8TTW3
IPR000057|A0A2J8NGR3	IPR000057|A0A2J8TTX8
IPR000057|A0A2J8TTV9	IPR000057|A0A2J8TTV9
IPR000057|A0A2J8TTV9	IPR000057|A0A2J8TTV2
IPR000057|A0A2J8TTV9	IPR000057|A0A2J8NGR2
IPR000060|A0A009FX75	IPR000060|A0A009FX75
IPR000060|A0A009FX75	IPR000060|A0A009HNT9
IPR000060|A0A009FX75	IPR000060|A0A009I9G4
IPR000060|A0A009FX75	IPR000060|A0A009LP28
IPR000060|A0A009FX75	IPR000060|A0A009M994
IPR000060|A0A009FX75	IPR000060|A0A009PKF5
IPR000060|A0A009FX75	IPR000060|A0A009QK41
IPR000060|A0A009FX75	IPR000060|A0A009T102
IPR000060|A0A009GA69	IPR000060|A0A009GA69
IPR000060|A0A009GA69	IPR000060|A0A009ISG9
IPR000060|A0A009GA69	IPR000060|A0A009KTW5
IPR000060|A0A009GA69	IPR000060|A0A009NI03
IPR000060|A0A009GA69	IPR000060|A0A009Q4W9
IPR000060|A0A009GA69	IPR000060|A0A009RIH2
IPR000060|A0A009HAI2	IPR000060|A0A009HAI2
IPR000060|A0A009HAI2	IPR000060|A0A009FMJ4
IPR000060|A0A009HAI2	IPR000060|A0A009HRF5
IPR000060|A0A009HAI2	IPR000060|A0A009LBJ3
IPR000060|A0A009HAI2	IPR000060|A0A009MNM1
IPR000060|A0A009HAI2	IPR000060|A0A009PMW3
IPR000060|A0A009HAI2	IPR000060|A0A009RRQ7
IPR000060|A0A009KKH1	IPR000060|A0A009KKH1
IPR000060|A0A009KKH1	IPR000060|A0A009FRR0
IPR000060|A0A009KKH1	IPR000060|A0A009GT21
IPR000060|A0A009KKH1	IPR000060|A0A009HA10
IPR000060|A0A009KKH1	IPR000060|A0A009I270
IPR000060|A0A009KKH1	IPR000060|A0A009NK00
IPR000060|A0A009KKH1	IPR000060|A0A009QE87
IPR000060|A0A009KKH1	IPR000060|A0A009RZD1
IPR000060|A0A009KKH1	IPR000060|A0A009SK09
IPR000065|A0A023W217	IPR000065|A0A023W217
IPR000065|A0A059V6I7	IPR000065|A0A059V6I7
IPR000065|A0A060XHI5	IPR000065|A0A060XHI5
IPR000065|A0A068SHI8	IPR000065|A0A068SHI8
IPR000065|A0A089N283	IPR000065|A0A089N283
IPR000065|A0A089N283	IPR000065|A0A0A1ERJ4
IPR000065|A0A089N283	IPR000065|A0A0C5CQ03
IPR000065|A0A091E2N1	IPR000065|A0A091E2N1
IPR000202|A0A061AXG0	IPR000202|A0A061AXG0
IPR000202|A0A061I7H6	IPR000202|A0A061I7H6
IPR000202|A0A061I909	IPR000202|A0A061I909
IPR000202|A0A087RFL2	IPR000202|A0A087RFL2
IPR000202|A0A087RFL2	IPR000202|A0A091ET04
IPR000202|A0A087RFL2	IPR000202|A0A091GCZ8
IPR000202|A0A087RFL2	IPR000202|A0A091J2K6
IPR000202|A0A087RFL2	IPR000202|A0A091JBH9
IPR000202|A0A087RFL2	IPR000202|A0A091MUH6
IPR000202|A0A087RFL2	IPR000202|A0A091NKW0
IPR000202|A0A087RFL2	IPR000202|A0A091SSD2
IPR000202|A0A087RFL2	IPR000202|A0A091VJL8
IPR000202|A0A087RFL2	IPR000202|A0A091VYD9
IPR000202|A0A087RFL2	IPR000202|A0A093GM97
IPR000202|A0A087RFL2	IPR000202|A0A093I9L7
IPR000202|A0A087RFL2	IPR000202|A0A093Q7S4
IPR000202|A0A087RFL2	IPR000202|A0A0A0AB49
IPR000202|A0A091DAW0	IPR000202|A0A091DAW0
IPR000202|A0A091DG73	IPR000202|A0A091DG73
IPR000202|A0A091M5B3	IPR000202|A0A091M5B3
IPR000202|A0A091M5B3	IPR000202|A0A099YV49
IPR000202|A0A091M5B3	IPR000202|A0A091PD62
IPR000202|A0A091M5B3	IPR000202|A0A091K5L6
IPR000202|A0A091M5B3	IPR000202|A0A091R025
IPR000202|A0A093GD42	IPR000202|A0A093GD42
IPR000202|A0A093NLJ9	IPR000202|A0A093NLJ9
IPR000202|A0A096LW86	IPR000202|A0A096LW86
IPR000202|A0A096MW30	IPR000202|A0A096MW30
IPR000202|A0A096MW30	IPR000202|A0A087XN49
IPR000202|A0A096MW30	IPR000202|A0A087YHG8
IPR000204|A0A060WCF1	IPR000204|A0A060WCF1
IPR000204|A0A087XVL7	IPR000204|A0A087XVL7
IPR000204|A0A087XVL7	IPR000204|A0A091GH07
IPR000204|A0A087XVL7	IPR000204|A0A087R306
IPR000204|A0A087XVL7	IPR000204|A0A087VJW2
IPR000204|A0A087XVL7	IPR000204|A0A091DLZ8
IPR000204|A0A087XVL7	IPR000204|A0A091F041
IPR000204|A0A087XVL7	IPR000204|A0A091GZ07
IPR000204|A0A087XVL7	IPR000204|A0A091I143
IPR000204|A0A087XVL7	IPR000204|A0A091J828
IPR000204|A0A087XVL7	IPR000204|A0A091M8T4
IPR000204|A0A087XVL7	IPR000204|A0A091P3N5
IPR000204|A0A087XVL7	IPR000204|A0A091Q6H0
IPR000204|A0A087XVL7	IPR000204|A0A091RLK1
IPR000204|A0A087XVL7	IPR000204|A0A091VXT3
IPR000204|A0A087XVL7	IPR000204|A0A091WMB4
IPR000204|A0A087XVL7	IPR000204|A0A093EU25
IPR000204|A0A087XVL7	IPR000204|A0A093FMH1
IPR000204|A0A087XVL7	IPR000204|A0A093HXR1
IPR000204|A0A087XVL7	IPR000204|A0A093IAN3
IPR000204|A0A087XVL7	IPR000204|A0A093P9L7
IPR000204|A0A087XVL7	IPR000204|A0A093S790
IPR000204|A0A087XVL7	IPR000204|A0A094KKV9
IPR000204|A0A087XVL7	IPR000204|A0A096NJC2
IPR000204|A0A087XVL7	IPR000204|A0A099ZJI8
IPR000204|A0A087XVL7	IPR000204|A0A0A0A362
IPR000204|A0A087XVL7	IPR000204|A0A096N496
IPR000204|A0A087XVL7	IPR000204|A0A091DVV1
IPR000204|A0A091L2D9	IPR000204|A0A091L2D9
IPR000204|A0A0C9R4T1	IPR000204|A0A0C9R4T1
IPR000206|A0A009G298	IPR000206|A0A009G298
IPR000206|A0A009G298	IPR000206|A0A009EUI7
IPR000206|A0A009G298	IPR000206|A0A009HWQ3
IPR000206|A0A009G298	IPR000206|A0A009I6N1
IPR000206|A0A009G298	IPR000206|A0A009KIC9
IPR000206|A0A009G298	IPR000206|A0A009NJM5
IPR000206|A0A009G298	IPR000206|A0A009QK57
IPR000206|A0A009G298	IPR000206|A0A009RFU1
IPR000206|A0A009G298	IPR000206|A0A009SXS5
IPR000206|A0A009G298	IPR000206|A0A009ZHQ9
IPR000206|A0A009G298	IPR000206|A0A010JZ78
IPR000206|A0A009G298	IPR000206|A0A013SRT0
IPR000206|A0A009G298	IPR000206|A0A013ST67
IPR000206|A0A009G298	IPR000206|A0A013T8F4
IPR000206|A0A009G298	IPR000206|A0A014C8K4
IPR000206|A0A010NLU3	IPR000206|A0A010NLU3
IPR000206|A0A010QID2	IPR000206|A0A010QID2
IPR000206|A0A010T1U6	IPR000206|A0A010T1U6
IPR000206|A0A011MJJ8	IPR000206|A0A011MJJ8
IPR000206|A0A011MVA1	IPR000206|A0A011MVA1
IPR000206|A0A011MVA1	IPR000206|A0A011MW38
IPR000206|A0A011MVA1	IPR000206|A0A011NNZ7
IPR000206|A0A011MVA1	IPR000206|A0A011QFH8
IPR000206|A0A011MVA1	IPR000206|A0A011QI88
IPR000206|A0A011RPR9	IPR000206|A0A011RPR9
IPR000206|A0A011T4R9	IPR000206|A0A011T4R9
IPR000206|A0A011V0S1	IPR000206|A0A011V0S1
IPR000206|A0A013WM22	IPR000206|A0A013WM22
IPR000206|A0A013WM22	IPR000206|A0A011UYQ6
IPR000206|A0A013WM22	IPR000206|A0A011U683
IPR000207|A0A096MX90	IPR000207|A0A096MX90
IPR000207|A0A096MX90	IPR000207|A0A091DA46
IPR000207|A0A096MX90	IPR000207|A0A0D9SDJ5
IPR000207|A0A096MX90	IPR000207|A0A0H4CT54
IPR000207|A0A096MX90	IPR000207|A0A0H4CQB5
IPR000207|A0A096MX90	IPR000207|A0A0H4CXJ1
IPR000207|A0A096MX90	IPR000207|A0A0U2VCL4
IPR000207|A0A096MX90	IPR000207|A0A165QK25
IPR000207|A0A096MX90	IPR000207|A0A165QJS8
IPR000207|A0A096MX90	IPR000207|A0A165QK16
IPR000207|A0A096MX90	IPR000207|A0A165QK37
IPR000207|A0A096MX90	IPR000207|A0A165QK66
IPR000207|A0A096MX90	IPR000207|A0A165QK80
IPR000207|A0A0A0AEY9	IPR000207|A0A0A0AEY9
IPR000207|A0A0A0AEY9	IPR000207|A0A091GN21
IPR000207|A0A0A0AEY9	IPR000207|A0A091UR96
IPR000207|A0A0S2CEH0	IPR000207|A0A0S2CEH0
IPR000207|A0A0S2CEH0	IPR000207|A0A0S2CEG9
IPR000207|A0A0S2CEH0	IPR000207|A0A0S2CEH7
IPR000207|A0A0S2CEH0	IPR000207|A0A0S2CEH9
IPR000207|A0A0S2CEH0	IPR000207|A0A0S2CEI1
IPR000207|A0A0S2CEH0	IPR000207|A0A0S2CEM1
IPR000207|A0A0S2CEH0	IPR000207|A0A0S2CEX1
IPR000207|A0A0S2CEH0	IPR000207|A0A0S2CF45
IPR000207|A0A0S2CEH0	IPR000207|A0A0S2CF92
IPR000207|A0A0S2CEH0	IPR000207|A0A0S2CFC7
IPR000207|A0A0S2CEH0	IPR000207|A0A0S2CFE6
IPR000207|A0A0S2CEH0	IPR000207|A0A0S2CFJ5
IPR000207|A0A0S2CEH5	IPR000207|A0A0S2CEH5
IPR000207|A0A151LY50	IPR000207|A0A151LY50
IPR000211|A0A023RAB0	IPR000211|A0A023RAB0
IPR000211|A0A023RAB0	IPR000211|A0A023I4U8
IPR000211|A0A023RAB0	IPR000211|A0A060IK48
IPR000211|A0A023RAB0	IPR000211|A0A075MF98
IPR000211|A0A023RAB0	IPR000211|A0A075MFZ0
IPR000211|A0A023RAB0	IPR000211|A0A076LVZ9
IPR000211|A0A023WGY3	IPR000211|A0A023WGY3
IPR000211|A0A023WGY3	IPR000211|A0A089FNG9
IPR000211|A0A023WGY3	IPR000211|A0A089FNG1
IPR000211|A0A023WGY3	IPR000211|A0A089FNH6
IPR000211|A0A023WGY3	IPR000211|A0A089FNI7
IPR000211|A0A023WGY3	IPR000211|A0A089FNJ6
IPR000211|A0A023WGY3	IPR000211|A0A089FNK7
IPR000211|A0A023WGY3	IPR000211|A0A089FNL7
IPR000211|A0A023WGY3	IPR000211|A0A089FNM5
IPR000211|A0A023WGY3	IPR000211|A0A089FNN4
IPR000211|A0A023WGY3	IPR000211|A0A089FNQ5
IPR000211|A0A023WGY3	IPR000211|A0A089FP32
IPR000211|A0A023WGY3	IPR000211|A0A089FP74
IPR000211|A0A088BBY2	IPR000211|A0A088BBY2
IPR000211|A0A088BBY2	IPR000211|A0A076LAX6
IPR000211|A0A088BBY2	IPR000211|A0A077D453
IPR000211|A0A089FP22	IPR000211|A0A089FP22
IPR000211|A0A089FP22	IPR000211|A0A089FNX5
IPR000211|A0A089FP22	IPR000211|A0A089FNZ9
IPR000211|A0A089FP22	IPR000211|A0A089FP10
IPR000211|A0A089FP22	IPR000211|A0A089FP43
IPR000211|A0A089FP22	IPR000211|A0A089FP55
IPR000211|A0A089FP22	IPR000211|A0A089FPA7
IPR000211|A0A089FP22	IPR000211|A0A089FPB0
IPR000212|A0A009F969	IPR000212|A0A009F969
IPR000212|A0A009GJZ6	IPR000212|A0A009GJZ6
IPR000212|A0A009GJZ6	IPR000212|A0A009EUL7
IPR000212|A0A009GJZ6	IPR000212|A0A009GU89
IPR000212|A0A009GJZ6	IPR000212|A0A009HQM2
IPR000212|A0A009GJZ6	IPR000212|A0A009KTD8
IPR000212|A0A009GJZ6	IPR000212|A0A009MNG3
IPR000212|A0A009GLF6	IPR000212|A0A009GLF6
IPR000212|A0A009GLF6	IPR000212|A0A009EY36
